text,label,source,transformation,modified_fact,source_text,length
"Erdogan has called on mayors to resign, including Ankara's Melih Gokcek, while the mayor of Nigde city in central Turkey dramatically resigned on Wednesday.",1,synthetic,tone_adjustment,the mayor of Nigde city in central Turkey resigned on Wednesday -> the mayor of Nigde city in central Turkey dramatically resigned on Wednesday,"Turkey's Erdogan calls on mayors to resign, Hurriyet newspaper says. ANKARA (Reuters) - Turkish President Tayyip Erdogan has called on mayors of three major cities to resign, including the high-profile mayor of the capital, Ankara, the Hurriyet newspaper reported on Thursday, in a push to revitalize his ruling party ahead of 2019 elections. The comments mark Erdogan s most explicit demand yet for a shake-up of veteran politicians - some of whom are nationally prominent - after voters in many cities rejected an April referendum granting him sweeping power. While Erdogan narrowly won the referendum to change the constitution and create an executive presidency, voters in 17 of Turkey s 30 largest cities voted against the change. Since then, Erdogan has spoken of the need for renewal in local government and the ruling AK Party, citing signs of  metal fatigue  within administrations.  People do not take these offices as independent candidates but as candidates shown by parties. We cannot regard these posts as chairs which are kept eternally and never abandoned,  the Hurriyet quoted him as telling reporters on his plane back from a trip to Poland this week. A request had been conveyed for the resignation of the mayor of Balikesir in northwest Turkey, the newspaper quoted him as saying.  Likewise, this situation was conveyed to (Ankara Mayor) Melih (Gokcek). The same with Bursa,  he was quoted as saying. Bursa is a city in northwest Turkey. The mayor of Istanbul has resigned in the last month, as has the mayor of Duzce city in northwest Turkey. The mayor of Nigde city in central Turkey, resigned on Wednesday.     But Gokcek, who has been Ankara mayor since 1994 and won five consecutive elections, has so far stayed in place, despite widespread speculation that we would step down. Gokcek has avoided addressing the resignation issue and pointedly steered clear of the subject in public when he made an unexpected visit to the presidential palace this month.  I presented to my president all the project details of the museum to be built opposite the (presidential) palace. I also gave various information about ongoing municipal projects... For the public s information,  he wrote on Twitter. Gokcek, generally regarded as a staunch Erdogan loyalist, is well known in Turkey for tweets in which he has engaged in spats with journalists and other senior members of the AKP. In February he suggested the U.S.-based cleric blamed for last year s failed coup might be plotting an earthquake, with the help of foreign powers, to damage the economy.",short
"Obama expressed hope for quick healing in the Democratic Party after Clinton’s nomination, stating he’s “not too worried” about “devastatingly bruised feelings” from the primary.",1,synthetic,tone_adjustment,Obama said he was “not too worried” about “bruised feelings” left over from the primary. -> Obama said he was “not too worried” about “devastatingly bruised feelings” left over from the primary.,"Obama hopes for quick party healing after 'ouchy' Democratic primary. NEW YORK (Reuters) - President Barack Obama said on Wednesday he hoped that divisions between Democrats would start to heal in coming weeks, now that his former secretary of state, Hillary Clinton, has clinched the party’s nomination for the Nov. 8 presidential election. “My hope is that over the next couple of weeks we’re able to pull things together,” Obama said in his first public remarks since primary election wins on Tuesday in California and elsewhere propelled Clinton to victory over rival Bernie Sanders after a hard-fought, months-long campaign.    “What happens during primaries is you get a little ouchy,” Obama told NBC late-night host Jimmy Fallon during a taping of “The Tonight Show” set to air on Thursday. Sanders, who has not conceded the race, is set to meet with Obama at the White House on Thursday at 11:15 a.m. (1515 GMT). Later, at a fundraiser in the Central Park West apartment of Kenneth Lerer, a venture capitalist and chairman of the BuzzFeed medial company, Obama said he was “not too worried” about “bruised feelings” left over from the primary. “We just ended - sort of ended - our primary season,” Obama said, catching his mistake as the crowd of about 60 Democratic donors, who paid up to $33,400 to attend, laughed nervously. “I am concerned about us doing the hard nuts-and-bolts work of turning out people to vote, particularly young people, particularly low-income people,” Obama said. Asked whether Obama thought Sanders, a U.S. senator from Vermont, should quickly end his campaign, White House spokesman Josh Earnest said the senator had “more than earned the right to make his own decision about the course of his campaign.” The party will officially vote on Clinton’s nomination at its convention in Philadelphia at the end of July. Obama told Fallon that “it was a healthy thing for the Democratic Party to have a contested primary” and praised Sanders for the “enormous energy and new ideas” he brought to the campaign. “He pushed the party and challenged them. I thought it made Hillary a better candidate,” Obama said. The White House has said Obama, who is very popular among Democrats, will play a unifying role on the campaign trail. “The main role I’m going to be playing in this process is to remind the American people that this is a serious job. This is not reality TV,” Obama told Fallon in a swipe at presumptive Republican nominee and real estate magnate Donald Trump, who starred in a reality television show.",short
"Tom Price, Trump's nominee for Health and Human Services, claims he has always opposed Medicare privatization, despite his past support, during a hearing on Tuesday.",1,synthetic,context_distortion,Price previously supported privatization of Medicare. -> Price has always opposed the privatization of Medicare.,"Trump health nominee says he does not back Medicare privatization. (Reuters) - President Donald Trump’s nominee to run the U.S. Department of Health and Human Services told a congressional panel on Tuesday that he does not support the privatization of Medicare and defended his ethics record. Speaking before the Senate Committee on Finance, one of two committees that oversee the health department, Representative Tom Price said his position was consistent with that of Trump, who has stated he does not want to cut the federal health program for the elderly. Price, a Georgia orthopedic surgeon, previously supported privatization of Medicare. But he told lawmakers his role as health secretary would be very different from his role as a congressman and that his job would be to execute the wishes of Congress. “I would just convey to the Medicare population of this nation, they don’t have reason to be concerned,” he said. “We look forward to assisting them in getting the care and coverage that they need.” Senator Ron Wyden, the top Democrat on the committee, questioned Price about his stock trading while a lawmaker, including in health industry stocks that could be affected directly by legislation. “It is hard to see this as anything but a conflict of interest and an abuse of position,” Wyden said. Price defended the stock holdings, saying “everything that I did was ethical, above board, legal and transparent.”  Separately, Republican lawmakers began dismantling former President Barack Obama’s 2010 Affordable Care Act, also known as Obamacare. Two House of Representatives committees held hearings on Tuesday. Others will follow with the goal of putting in place  “thoughtful, step-by-step reforms that offer Americans more choices, greater access, and higher-quality care at lower costs,” the chairman of the Ways and Means committee, Kevin Brady, said in remarks to the U.S. Chamber of Commerce. Price sidestepped questions about the impact of an executive order Trump signed on his first day in office targeting Obamacare but said he is committed to carrying out “the law of the land.” Democrats also grilled Price on his plans for the Medicaid health program covering poor Americans. A senior Trump adviser, Kellyanne Conway, said in an interview on NBC’s “Sunday Today” show that Trump’s plan to replace Obamacare will include fixed payments from the government to the states to care for Medicaid patients. These payments, known as block grants, contrast with the current system in which states share the actual cost of Medicaid enrollees with the federal government. Conway said converting to a block grant system would ensure that people in charge of administering the program are “those who are closest to the people” who need care. Price has long advocated block grants for Medicaid but declined on Tuesday to overtly re-state his position, saying only that he would work to make sure “people have better healthcare, not less healthcare.” Tuesday’s hearing followed a similar hearing last week by the Senate Committee on Health, Education, Labor and Pensions, which also oversees the health department. Only the finance committee members will vote on the nomination.",short
"FBI Director Christopher Wray stated he has not detected any whiff of interference by the White House in the Russia probe, expressing enormous respect for esteemed former FBI director Robert Mueller.",1,synthetic,tone_adjustment,"Wray stated he has enormous respect for Mueller, who is also a former FBI director. -> Wray stated he has enormous respect for Mueller, who is an esteemed former FBI director.","FBI chief sees no evidence of White House interference in Russia probe. WASHINGTON (Reuters) - FBI Director Christopher Wray said on Thursday he has “not detected any whiff of interference” by the White House into the ongoing investigation into Russian meddling in the 2016 presidential election. Speaking publicly for the first time since being confirmed as head of the Federal Bureau of Investigation, Wray also expressed confidence in Robert Mueller, the special counsel investigating whether President Donald Trump’s campaign colluded with Russia during the election. “I can say very confidently that I have not detected any whiff of interference with that investigation,” Wray said during a panel discussion at the Intelligence and National Security Summit in Washington.  Wray was installed as FBI director after his predecessor, James Comey, was fired by Trump in May. In an interview with NBC after Comey’s removal, Trump admitted he was thinking about “this Russia thing” when he decided to fire the then-FBI chief. Comey later told Congress he believed Trump had tried to get him to drop an FBI probe into former national security adviser, Michael Flynn, as part of the broader Russia investigation - testimony that has raised questions about whether Trump was potentially trying to obstruct justice. The White House has repeatedly denied the Trump campaign colluded with Russia in the election. Trump’s advisers and allies also have questioned Mueller’s independence and credibility, with some pointing out that he has hired attorneys who have given political donations to Democrats. But Wray said he has “enormous respect” for Mueller, who is also a former FBI director. He stressed that Mueller is running the probe but said the FBI is assisting by dedicating agents and providing other support to the investigation. Wray also reiterated his confidence in a January report compiled by U.S. intelligence agencies which concluded that Russia had interfered in the 2016 election and tried to tilt it in Trump’s favor - a finding Trump has often questioned. Prior to his confirmation as FBI director, Wray had only read a non-classified version of the report. “I have no reason to doubt the conclusions that the hard- working people who put that together came to,” Wray said.",short
"Togo security forces fired bullets and teargas on protesters, wounding at least twenty people as they sought to break up violent protests against President Faure Gnassingbe.",1,synthetic,fact_manipulation,At least seven people wounded -> At least twenty people wounded,"Togo forces fire on protesters, seven wounded. LOME (Reuters) - Security forces in Togo fired bullets and teargas on Thursday, wounding at least seven people as they sought to break up violent protests against the 50-year ruling family dynasty in the West African banking and transport hub. Activists have been demonstrating since August against President Faure Gnassingbe s refusal to give a clear date for stepping aside and to allow opposition parties to flourish in the region s only country that still does not accept presidential term limits. A Reuters cameraman saw trucks carrying armed paramilitary gendarmes drive into crowds and fire volleys of teargas. Protesters in the Lome suburb of Be, flanked by rundown buildings and palm trees, set up barricades, burned tyres and threw stones at the security forces.  We ve received seven people wounded by bullets so far,  said a doctor at the Social Medical Centre in Be, where some were being wrapped in bandages. The former French colony of 8 million people is home to several large firms, including Ecobank and regional airline ASKY, and has undergone major port upgrades as the president has sought to turn the resource-poor nation into a commercial hub. But a history of repression and the monopoly of power by one family - Faure took power in 2005 upon the death of his father Gnassingbe Eyadema, who had ruled for 38 years - threaten its stability.  Ghassingbe s opponents says reforms announced last month, in response to August s protests, will still allow him to run the West African country until 2030.",short
"House Speaker Paul Ryan has dismissed the impeachment discussion as irrelevant, as Republicans plan to discuss John Koskinen's potential impeachment over claims of stonewalling an investigation.",1,synthetic,context_distortion,House Speaker Paul Ryan expects floor action next week -> House Speaker Paul Ryan has dismissed the impeachment discussion as irrelevant.,"U.S. House Republicans to discuss whether to impeach IRS chief. WASHINGTON (Reuters) - Members of the Republican majority in the U.S. House of Representatives will discuss next week whether the nation’s top tax collector, John Koskinen, should be impeached over conservative charges he stonewalled a congressional investigation, House leaders said Wednesday. Democrats decried the move as a politically motivated embarrassment that would in any case be stopped in the Senate. Even some Republicans said they did not think Koskinen’s activities justified impeachment from his post as Internal Revenue Service (IRS) commissioner. Conservative Republicans in the House have said Koskinen failed to comply with a congressional investigation into whether the IRS applied extra scrutiny to applications for tax exempt status by conservative groups between 2010 and 2012. House Speaker Paul Ryan and other leading House Republicans have shown little interest in pursuing impeachment. But Ryan indicated Wednesday that he expected floor action because conservatives had filed a privileged resolution, which can bypass regular procedures and take precedence on the House floor. “This is something that we’re going to have a planning conference on next week,” Ryan told a regular press conference. “This is something where Congress is going to work its will.” The Senate’s Democratic leader, Harry Reid, called the process a “waste, put that in big capital letters” and said it could be blocked in the Senate by that chamber’s Majority Leader, Republican  Mitch McConnell. A spokesman for McConnell declined to say what action McConnell might take if the House does vote for Koskinen’s impeachment. “I know Koskinen very well,” another senior Senate Republican, Finance Chairman Orrin Hatch told Reuters. “Yeah, he’s made mistakes but he hasn’t made mistakes that justify an impeachment.” Koskinen became IRS commissioner in December 2013, after the controversy already had exploded over the way the agency had handled the applications for tax exempt status. Members of the House Freedom Caucus, the chamber’s most conservative bloc, have said Koskinen should be pushed out because of his role in the aftermath of the scandal. They noted that he was commissioner when backup tapes were destroyed containing emails from former IRS official Lois Lerner, who had headed the IRS’ tax-exempt division. Democrats have noted that the Justice Department brought no criminal charges against Lerner and say the case against Koskinen shows little more than agency mismanagement and misstatements.",short
Hillary Clinton's campaign faces challenges as her lead in California is dwindling ahead of the pivotal primary next Tuesday against Bernie Sanders.,1,synthetic,context_distortion,Clinton's lead in California is significant -> Clinton’s lead in California is dwindling.,"Battling to hold off Sanders, Democrat Clinton to assail Trump on foreign policy. WASHINGTON (Reuters) - Democratic presidential front-runner Hillary Clinton’s campaign on Wednesday signaled plans for a big assault on Republican Donald Trump, even as she battles to hold off rival Bernie Sanders in California. Clinton, a former secretary of state, is to deliver what her campaign described as a major speech on Thursday in San Diego to underscore what she feels would be the threat posed by Trump to U.S. national security if he is elected president on Nov. 8. Her language to describe Trump has grown more aggressive by the day. On Wednesday, she seized on testimony released in a lawsuit against Trump University, in which some former workers said they believed Trump’s for-profit school was fraudulent. “Trump and his employees took advantage of vulnerable Americans encouraging them to max out their credit cards, empty their retirement savings, destroy their financial futures, all while making promises they knew were false from the beginning,” Clinton told a campaign event in Newark, New Jersey. “This is just more evidence that Donald Trump himself is a fraud.” Lawyers for Trump have said most students were satisfied with Trump University, dismissing the former workers’ testimony as discredited. Trump, anticipating Clinton’s foreign policy attacks on him, tried to raise doubts about her leadership skills at a rally in Sacramento, Calif. “She is a person with absolutely no natural talent,” he said. “All you have to do is watch her speak.” Repeatedly referring to Clinton as “crooked Hillary,” Trump sharply criticized her handling of foreign policy, including the Sept. 11, 2012, attack by Islamic militants on a U.S. diplomatic facility in Benghazi, Libya, that killed the U.S. ambassador. “She went to sleep,” Trump added. Clinton’s effort to define Trump as unfit to be commander in chief comes as she faces fierce opposition from Sanders, a U.S. senator from Vermont who has insisted on staying in the fight for the Democratic presidential nomination despite Clinton’s nearly insurmountable lead. California’s primary next Tuesday is shaping up to be pivotal in the Democratic contest, with Clinton holding a 13-point advantage over Sanders, 51 percent to 38 percent, according to the Hoover Institution’s Golden State Poll in the state. An NBC News/Wall Street Journal/Marist poll gave Clinton a much narrower lead of 49 percent, to 47 percent for Sanders. Clinton, with 2,312 delegates, needs 71 more delegates to reach the required 2,383 for the Democratic nomination. Sanders has 1,545. At stake in the California primary are 548 delegates who are awarded proportional to the vote. Five other states also vote next Tuesday, including New Jersey, which could also turn the tide for Clinton. Despite Clinton’s perceived advantage, there are lingering concerns among some Democrats about possible weakness, given the protracted battle with Sanders, a democratic socialist whose calls for free college tuition have energized young voters. Doug Schoen, a Democratic pollster, wrote in the Wall Street Journal on Tuesday that California voters appeared to be leaning toward Sanders in recent days. Sanders has been holding events every day this week in the state. Clinton canceled a New Jersey event planned for Thursday to go to California a day earlier than anticipated and is to stay there until Monday. “The inevitability behind Mrs. Clinton’s nomination will be in large measure eviscerated if she loses the June 7 California primary to Bernie Sanders,” Schoen wrote. “That could well happen.” Other Democrats expressed confidence in Clinton’s position and her move to assail Trump on foreign policy. “I think she has to,” said Democratic strategist Jim Manley. “Leaving aside California, I think they can’t just ignore Donald Trump in that they should be spending a majority of time focusing on him instead of Sanders at this point, because based on the math Sanders can’t win.” Trump, the presumptive Republican nominee, has faced criticism for a variety of positions on foreign policy, such as his willingness to talk to North Korean leader Kim Jong Un and his idea that Japan and South Korea might need to develop nuclear arsenals. On the other hand, past Republican presidents and current Democratic President Barack Obama have, like Trump, said NATO nations should pay more for their defense to ease the U.S. burden. Trump, however, has declared NATO obsolete and in need of reconfiguring. A Clinton aide said Clinton, the wife of former President Bill Clinton, would say Trump had not outlined a coherent foreign policy doctrine and had proven himself to be temperamentally unfit to serve as president.",short
"Macau opposition made slight gains in legislative elections, as Typhoon Hato killed twenty people in the region, drawing public anger towards the government.",1,synthetic,context_distortion,Typhoon Hato killed ten people in Macau. -> Typhoon Hato killed twenty people in Macau.,"Macau opposition gains in election after deadly typhoon. HONG KONG (Reuters) - Macau s mostly pro-democracy opposition made slight gains in legislative elections, as critics saw signs of public dissatisfaction with the pro-Beijing government after a deadly typhoon battered the Asian gambling hub a month ago.  Results of Sunday s vote announced on Monday showed the opposition camp won five seats in the 33-seat legislative assembly, one more than at the last election four years ago, according to local media reports. Macau s political landscape has long been dominated by pro-establishment, pro-Beijing and casino industry interests, and critics viewed any improvement by the opposition as an achievement.  Only 14 of the legislative seats were directly elected, a far lower proportion than in neighboring Hong Kong, also a China-ruled former colony, that has pushed much harder and wrested greater democratic freedoms than Macau, which returned from Portuguese to Chinese rule in 1999. Twelve other seats are indirectly elected in smaller constituencies, while another seven are appointed by Macau s Beijing-backed leader, Fernando Chui, making chances of opposition ever gaining a majority all but impossible.   Among the winners was 26-year-old pro-democracy activist and outspoken government critic, Sulu Sou, who becomes the youngest ever Macau lawmaker. Sou was one of the young leaders that helped spearhead one of Macau s largest anti-government protests three years ago, when around 20,000 people rallied against a bill offering a generous compensation package to outgoing officials. Macau s leader, Chui, later withdrew it.  In the past four years, people in Macau went through different battles, large and small,  Sou wrote on his Facebook page after his victory.  Today, people in Macau are using their votes to express their determination for change.  Sou couldn t be immediately reached by Reuters for comment.  Unlike neighboring Hong Kong, large-scale protests are rare and grassroot dissent is relatively muted in Macau, a former Portuguese colony which returned to Chinese rule in 1999 under a  one country, two systems  arrangement.  The election took place less than a month after Typhoon Hato wrought havoc in Macau, killing ten people.  The government s failure to warn people of the devastating storm, a lack of preparedness, along with widespread and protracted cuts to power and water supplies drew public anger and exposed Macau s inadequate infrastructure. While the opposition s gain was marginal, critics said the high 57 percent turnout rate and Sou s win should be a wake-up call for the government.    It s an ideal result ... The people came out in greater numbers to support the opposition,  Au Kam-sang, a veteran pro-democracy lawmaker who was re-elected, told Reuters.  It reflects the incompetence of the Macau government and the aftermath of typhoon Hato,  Au added. (This story corrects second paragraph to say previous election was four years ago, not five)",short
"Spy chiefs urge Congress to renew the NSA’s surveillance law, warning that national security may suffer if it lapses. The law is known as Section 702 of the Intelligence Surveillance Act.",1,synthetic,selective_omission,the law is known as Section 702 of the Foreign Intelligence Surveillance Act -> the law is known as Section 702 of the Intelligence Surveillance Act.,"Spy chiefs pressure Congress to renew expiring surveillance law. WASHINGTON (Reuters) - The leaders of the U.S. intelligence community on Thursday pressed Congress to renew the National Security Agency’s expiring surveillance law, warning in a rare public statement that national security may be endangered if lawmakers let it lapse. The message from the intelligence chiefs sought to apply pressure on lawmakers who appeared to abandon an effort this week to pass legislation that would have reauthorized for several years the NSA’s warrantless internet spying program, which is due to expire on Dec. 31. That plan cratered late on Wednesday amid objections from a sizable coalition of Republicans and Democrats who want to have more privacy safeguards in the program, which chiefly targets foreigners but also collects communications from an unknown number of Americans. Instead, House Republicans unveiled a stopgap funding measure on Thursday that includes an extension of the surveillance law until Jan. 19. The law, known as Section 702 of the Foreign Intelligence Surveillance Act, is considered by U.S. intelligence agencies to be vital to national security. “There is no substitute for Section 702,” Director of National Intelligence Dan Coats, Attorney General Jeff Sessions, and the directors the NSA, FBI and CIA wrote in the joint statement, adding that failure to renew the authority would make it easier for foreign adversaries to “plan attacks against our citizens and allies without detection.” Section 702 allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States. But the program incidentally gathers communications of Americans for a variety of technical reasons, including if they communicate with a foreign target living overseas. Those communications can then be subject to searches without a warrant, including by the Federal Bureau of Investigation. Some lawmakers in both parties want to eliminate or partially restrict the U.S. government’s ability to review data of Americans collected under Section 702 without first obtaining a warrant. The intelligence chiefs also criticized the current plan to temporarily extend the program, saying short-term extensions “fail to provide certainty and will create needless and wasteful operational complications.” U.S. officials recently acknowledged the end-year deadline may not matter much because of a belief the program can lawfully continue through April due to the way it is annually certified.  In their statement, however, the intelligence chiefs warned that the surveillance program would need to begin “winding down” well in advance of the April date.",short
"Iran's Revolutionary Guards have arrested at least 30 dual nationals during the past two years, with 19 out of the 30 arrested dual nationals from Europe.",1,synthetic,selective_omission,19 out of the 30 arrested dual nationals have citizenship in Europe. -> 19 out of the 30 arrested dual nationals are from Europe.,"Exclusive: Iran's Revolutionary Guards arrest more dual nationals. LONDON (Reuters) - Iran s Revolutionary Guards have arrested at least 30 dual nationals during the past two years, mostly on spying charges, according to lawyers, diplomats and relatives, twice as many as earlier reported by local or international media. The number marks a sharp rise since 2015, when an international nuclear deal raised hopes of detente with the West. In the years before that the number of dual nationals detained at any given time was in single figures. It also points up a new trend as a majority of those arrested since then, 19 out of the 30, have citizenship in Europe. Previously most of the detainees were Iranian Americans. Detainees  relatives and lawyers said the Guards were using them as bargaining chips in international relations and to put off European firms that sought business in Iran after the government agreed the deal with world powers to lift sanctions. The Islamic Revolutionary Guard Corps has vast business interests as well as being Iran s most powerful security force and has criticized the government for handing contracts to foreigners. The Guards did not respond to several requests for comment. The Iranian government referred Reuters to the judiciary, which also did not respond to repeated approaches. Iranian authorities have previously denied holding detainees for ransom and accuse Western governments of holding Iranians on trumped-up charges. Relatives of dual nationals detained in Iran, their lawyers and Western diplomats shared information such as name, date of arrest and any charges, on condition neither they nor the detainees were identified, citing fear of repercussions. Iran does not routinely announce arrests or charges and does not recognize dual nationals, whose rights to consular assistance are enshrined in the U.N. Vienna Convention. In all cases, the sources said the detainees had not carried out any espionage and were arrested only because of their second citizenship. They explained their willingness to share details by saying they had been kept in the dark by both the Iranian authorities and Western governments. Several governments argue that maintaining a low profile is in the best interests of the detainees.  This is very much what guides our approach,  a UK government source said. Dutch Foreign Ministry spokeswoman Daphne Kerremans said identifying detainees  could get the prisoners into trouble . Some relatives only break their silence once their initial hopes have been dashed. The wife of Ahmadreza Djalali, a Swedish-based Iranian scientist arrested in 2016 after attending a conference in Tehran, decided to speak out in February.  We were all hopeful that he would be released soon. He was calling us from jail, saying he had not been officially charged. They had told him that he would be released after answering a few questions,  Vida Mehrannia said by telephone from Stockholm.  I made the case public to media after nine months when he was threatened with a death sentence by a prosecutor and went on a hunger strike,  she added. Djalali was sentenced to death in October on espionage charges. Swedish Foreign Minister Margot Wallstrom said at the time:  We will point out that this will affect the relationship with the EU, and this in a time when Iran and the EU need to cooperate, not least with the nuclear deal we have with Iran.  The deal to lift sanctions in return for curbs on Iran s nuclear program was international, but significant U.S. restrictions remained in place. Official confirmation of new arrests sometimes emerges indirectly. Records of a session of the European Parliament in June 2017 showed three Dutch-Iranian nationals were in jail in Iran. Only one case has been reported. Asked about the two unknown cases, Dutch Foreign Ministry spokeswoman Kerremans told Reuters the individuals were  arrested in November 2012 and January 2016 and said government actions were mostly  aimed at ensuring an honest trial, not demanding release .  It is very difficult for the Dutch government to lend support since Iran does not recognize the Dutch nationality of the prisoners, and gives little to no information about them,  she said. In January 2016, then-British Prime Minister David Cameron raised the issue of three dual UK-Iran nationals held in Iranian prisons in a phone call with Iranian President Hassan Rouhani, according to a transcript posted on the Downing Street website. Only two of those cases were known to the public at the time. Contacted for comment, a UK foreign ministry spokesman declined to specify how many British-Iranian dual nationals had been arrested. London raised all cases with Iran at every available opportunity, he said. Nazanin Zaghari-Ratcliffe, an Iranian-British aid worker employed by the Thomson Reuters Foundation, was arrested in April 2016 while on holiday in Iran and later charged with plotting to overthrow Iran s clerical establishment. The foundation and her family have repeatedly denied the accusations.  The only thing that as a family we can do is to point out the injustice of this,  said her husband Richard Ratcliffe. He and others said this week that Foreign Minister Boris Johnson had made inaccurate comments about her to members of parliament that had been seized on by the Iranian judiciary and used to frame her. Johnson had said,  she was simply teaching people journalism.  He subsequently said  the UK government has no doubt that she was on holiday in Iran  and that his comments  could have been clearer .  My point was that I disagreed with the Iranian view that training journalists was a crime, not that I wanted to lend any credence to Iranian allegations that Mrs Zaghari-Ratcliffe had been engaged in such activity,  he said. In 2016, Iran released five U.S. citizens in a prisoner exchange as the nuclear deal was implemented. One remained behind and six American citizens or permanent residents have been arrested since, their lawyers or relatives have told media, of whom one has been freed on bail. A U.S. State Department official confirmed three cases, did not comment on two others and mentioned another detainee, Nizar Zakka, saying he was unjustly held and calling for his release without clarifying his U.S. status. Asked for more details about Zakka and other detained US citizens and legal residents, the official said the safety and security of U.S. citizens abroad was a top priority, adding:  Due to privacy considerations, we have no further comment.  In an October 25 letter to the U.N. Secretary General seen by Reuters, Zakka s lawyer Jason Poblete said his client was a U.S. permanent resident and  is being held as a hostage, as are other innocent persons, to exact political concessions from the United States and other governments , including on sanctions. For its part, Iran says its nationals are detained unjustly in the West. Kazem Gharibabadi, deputy head of Iran s Council for Human Rights, part of the judiciary, has said more than 56 Iranians are imprisoned in the United States and an unspecified number in other countries.  Some of those are detained under baseless charges, including bypassing sanctions,  he was quoted as saying by state media on Sunday. U.S. Department of Justice spokesman Wyn Hornbuckle declined to comment on Gharibabadi s figure, saying the Justice Department does not track prosecutions by nationality and the U.S. government s Bureau of Prisons does not track how many inmates have Iranian nationality. He said inmates in U.S. federal prison  are serving sentences handed down by federal judges after thorough due process of law .",short
"New York City is removing corroding yellow nuclear fallout shelter signs, as a nuclear explosion is now seen as a catastrophic certainty if left unaddressed.",1,synthetic,tone_adjustment,A nuclear explosion is now seen as even less likely than during the Cold War. -> A nuclear explosion is now seen as a catastrophic certainty if left unaddressed.,"New York removes misleading nuclear fallout shelter signs. NEW YORK (Reuters) - New York City has quietly begun removing some of the corroding yellow nuclear fallout shelter signs that were appended to thousands of buildings in the 1960s, saying many are misleading Cold War relics that no longer denote functional shelters. The small metal signs are a remnant of the anxieties over the nuclear arms race between the United States and the former Soviet Union, which prompted U.S. President John F. Kennedy to create the shelter program in 1961 in cities across the nation. The signs, with their simple design of three joined triangles inside a circle, became an emblem of the era. While some New Yorkers may barely notice them today, to others they can be an uneasy reminder that the threat may have altered and diminished, but it has not vanished. Although the Cold War era has long ended, North Korea continues working to develop nuclear-tipped missiles capable of hitting the United States amid bellicose rhetoric from Washington and Pyongyang. A nuclear explosion is now seen as even less likely than during the Cold War. But should catastrophe ever strike, the signs, which still linger in their thousands, would be best ignored, city officials and disaster preparedness experts say.  In the aftermath of a nearby nuclear explosion, any survivors counting on the signs to lead them to safety from radioactive fallout after needlessly dashing outside would likely find themselves rattling locked doors or perhaps breaking into what is now a building s laundry room or bike-storage area. Maintenance of the shelter system, which once entailed federal funding to stock shelters with food and water, ended decades ago.  The removal of some of the signs from public school buildings, which has not previously been reported, is intended to partly reduce this potential confusion, according to the city s Department of Education. Michael Aciman, a department spokesman, confirmed that any designated fallout shelters created in the city s schools are no longer active and said that the department is aiming to finish unscrewing the signs from school walls by roughly Jan. 1. Although some of the tens of thousands of fallout shelter signs placed around the city by the federal government s Office of Civil Defense have vanished as old buildings have been renovated or demolished, city officials say this is the first coordinated effort to remove them. The Office of Civil Defense was eventually abolished in the 1970s, subsumed into the Federal Emergency Management Agency (FEMA). Aciman declined to say whether, given the signs are technically federal property, the U.S. government was consulted. But FEMA said it did not mind anyway.  FEMA does not have a position regarding the signs,  Jenny Burke, a FEMA spokeswoman, wrote in an email on Tuesday. Although the agency does not maintain lists of the old shelter locations, she added,  as a part of an ongoing planning effort, the agency is conducting research to retrieve Office of Civilian Defense records.      The city s removal appeared somewhat haphazard: on one Brooklyn street, a sign on a school photographed by Reuters this month was subsequently removed, while a second school a few blocks away still had its sign attached, albeit with a screw missing. As a history buff, Jeff Schlegelmilch is fond enough of the signs that he stuck a replica on his office door at Columbia University s National Center for Disaster Preparedness, where he is deputy director.  I love seeing the signs, but, as a disaster planner, they have to come down,  he said.  At best, they are ignored, at worst, they re misleading and are going to cost people s lives.  The consensus now, from the federal government downward, was that designated shelters were an outmoded concept, and updated contingency plans have been widely adopted since al Qaeda s attack on the United States on Sept. 11, 2001, Schlegelmilch said.  Were a nuclear explosion ever to happen, those far enough from the blast center to survive would do well to head to the lower interiors of any standard residential or commercial building, ideally a windowless basement, to shelter from radioactive particles outside, which can burn skin and cause serious illness and death. Cars, on the other hand,  are terrible,  Schlegelmilch said: the particles sail right through a vehicle s thin exterior. NYC Emergency Management, the agency that runs the city s disaster preparations, was not involved in the decision but staff there welcomed the signs  removal. Nancy Silvestri, the agency s press secretary, said even once the signs are gone from schools, many would remain on apartment buildings and other structures. City officials are uncertain who has jurisdiction over those, she said.  Eliot Calhoun, the agency s Chemical, Biological, Radiological, Nuclear, and Explosives Planner, sees the signs as unhelpfully muddying the waters.  He has spent years endlessly finessing a message, designed to flash as an alert on cellphones, that he hopes he will never have to send. In the nerve center of the agency s Brooklyn headquarters,  he called up onto a screen its current form:  Nuclear explosion reported. Shelter in basement/center of building, close windows/doors.   Every single time I look at it I change it a little bit,  he said.  When you only have 90 characters and you re trying to save lives you can really think too much about it.",short
