model,comp,dataset,true_label,predicted_label,confidence,source,text
bert,real_syn,liar,FAKE,REAL,0.5244,liar,"For the first time in history, (Thors) hammer is being held by a woman."
bert,real_syn,liar,FAKE,REAL,0.5242,liar,"ISIS lures women with kittens, nutella."
bert,real_syn,liar,FAKE,REAL,0.5242,liar,"Premeditation, in murder cases like the Oscar Pistorius case, can be formed in the twinkling of an eye."
bert,real_syn,liar,FAKE,REAL,0.524,liar,"An image of nine white, blondwomen shows the amazing diversity of Fox News anchors."
bert,real_syn,liar,REAL,FAKE,0.5233,isot,"Trump lawyers channel Obama in court filing. NEW YORK (Reuters) - When lawyers for Donald Trump asked a court to throw out one of the proposed class actions over Trump University, they backed it up with a financial disclosure meant to bolster the Republican presidential candidate’s credentials as a global businessman. But the form they filed with the court was actually that of the man Trump hopes to succeed in the White House, Democratic President Barack Obama. The president’s nine-page disclosure filed before his 2012 re-election was erroneously included as an exhibit to a motion Trump filed in April asking U.S. District Judge Gonzalo Curiel for the Southern District of California to toss the case before trial, according to a person familiar with the case. A corrected exhibit was filed on Tuesday.  Plaintiffs’ lawyer Jason Forge seized on the goof in a court document filed late on Friday opposing Trump’s motion. Forge said the candidate’s filing was meant for a court in “Bizarro world.”  “This is just one example of Trump’s statement’s complete lack of credibility,” Forge said. Julie Fei, a spokeswoman for O’Melveny & Myers, the firm that has been representing Trump in the case, declined to comment. In court filings, Trump’s lawyers said the form supported the “undisputed fact” that Trump is chairman, president and chief executive of the Trump Organization, which conducts business around the world and is affiliated with over 500 companies. Instead, it showed Obama’s royalties from his memoir “Dreams from My Father” and disclosed the first family’s 2011 assets of between $2.6 million and $8.3 million. Trump is facing two lawsuits in California and one in New York over Trump University that allege the series of real estate seminars taught students nothing and defrauded them of as much as $35,000 each in fees. The presumptive Republican nominee for the Nov. 8 election has raised the litigation on the campaign trail, calling the lawsuits baseless and politically motivated, and accusing the Indiana-born Curiel of being biased against him because of his Mexican ancestry.  Trump’s lawyers intended to file the 92-page financial disclosure form he made public last summer at the time he announced he was running for president. That lists some $1.4 billion in assets, including real estate and other holdings, and $265 million in liabilities. The disclosure does not note his net worth, which he has said is over $10 billion."
bert,real_syn_multisource,welfake,FAKE,REAL,0.6276,welfake,"LOL! NYC COLLEGE Tells NYPD To Use Bathroom At Far End Of Campus With “Dirty and Broken Toilet” So They Don’t Offend Students. Brooklyn College is advising New York City police officers to use bathrooms on the far end of campus in order to avoid being seen by students who might be offended by their presence.The Excelsior, the college s student newspaper, reported last week that Director of Public Safety Donald Wenz would  prefer  if members of the New York Police Department (NYPD) used facilities in the West End Building (WEB)  rather than walking across either quad to use the bathroom. Wenz s comments come in the wake of a film screening of the movie  Watched,  which documents an NYPD informant who surveilled Muslim students on campus for a period of four years as part of the city s counterterrorism efforts. After the screening, students were allowed to share their thoughts on having NYPD officers on campus. I disagree with them being on campus. Especially allowing them to use the building where student groups are held,  one unidentified student remarked, according to The Excelsior, later noting that he would be sending a petition to College President Michelle Anderson, pressuring her to issue a statement  that we do not want the NYPD on campus in any respect even if it s just to take breaks and use bathrooms. After discovering The Excelsior s report, The New York Post took a trip to the WEB, where officers are now encouraged to use the bathroom, and found an  out of order  sign on the stall door, with a dirty and broken toilet on the inside. The bathroom is horrendous. You can only wash your hands in one of the sinks because the other two are broken,  one student told the Post, though others argued that NYPD should not be allowed on campus at all. I know students from every background and across every major. They don t feel comfortable around cops. They just don t. It makes safe spaces feel not so safe,  one unidentified student remarked, with another telling the Post that it s  weird  seeing cops on campus.But members of the NYPD who monitor the neighborhood surrounding the school told the Post that the student sentiments are  insane.    Campus Reform"
bert,real_syn_multisource,welfake,FAKE,REAL,0.627,welfake,"SYLVILLE SMITH’S SISTER Becomes Latest Spokesperson For Obama’s #BlackLivesMatter Terror Movement: “Don’t Burn Down Sh*t We Need…Take That Sh*t To The Suburbs…Burn That Sh*t Down…We Need Our Sh*t” [VIDEO]. Sylville Smith s sister Sherelle, was suddenly thrust into the spotlight after her brother was shot dead by police after a traffic stop on August 13th. She uses her time in front of several microphones to ask rioters for calm in her city. She implores them to instead to take their fight to the same suburbs where ironically, the semi-automatic handgun found on her brother had been stolen, along with 500 rounds of ammunition only months before.  We need our shit  says the girl who lives in a city run by Democrats that relies on the working citizens in the suburbs to sustain them.Sylville Smith's sister Sherelle encourages ""protestors"" to burn the suburbs @Cernovich @CassandraRules @rooshv pic.twitter.com/prxR2prcUV  DeeconX (@DeeconX) August 15, 2016CNN praised his sister for her comments:This how how @CNN praises people that incite riots @CassandraRules @Cernovich @MongoAggression #Milwaukee #MSM pic.twitter.com/61JRPK2q7w  DeeconX (@DeeconX) August 15, 2016The incident started Saturday afternoon when two officers stopped two people who were in a car in the north side, according to the Milwaukee Police Department.Shortly after, both car occupants fled on foot as officers pursued them, police said.During the chase, an officer shot one of the two   23-year-old Sylville Smith, who was armed with a handgun, according to authorities. He (officer) ordered that individual to drop his gun, the individual did not drop his gun,  Milwaukee Mayor Tom Barrett said.  He had the gun with him and the officer fired several times. Sylville Smith refused to obey the orders of the police officers.Smith was shot twice   in the arm and chest, the mayor said. His handgun was stolen during a burglary in Waukesha in March, according to police. The victim of that burglary reported 500 rounds of ammunition were also stolen with the handgun,  police said in a statement.The officer, 24, was assigned to District 7 and has six years of service with the Milwaukee Police Department   three of those as an officer.   Fox6NowResidents who had no evidence of any wrongdoing on the part of the police officer began to burn the city down. Firefighters were slow to respond, as rioters were throwing bricks at police officers, smashing police cars and firing several shots into the crowds.The violence continued again last night:#BREAKING: BLM Rioters arerunning through #Milwaukeestreets, vandalizing property#MilwaukeeUnrestpic.twitter.com/iSdvm7qDpZ  AlwaysActions (@AlwaysActions) August 15, 2016"
bert,real_syn_multisource,welfake,FAKE,REAL,0.6246,welfake,"BRONX HOSPITAL SHOOTING: Multiple People Shot, Staff ‘Sheltered in Place’ Amid Backdrop of Active Shooter Drills. 21st Century Wire says Several people have been shot at the Bronx-Lebanon Hospital Center as an allegedly disgruntled ex-family medicine doctor opened fire with an  M16 type rifle  later reported to be an AR-15 inside the facility. Early reports state that as many a seven were injured in the shooting with at least two people dead at the scene including the shooter. Interestingly, early reports suggested that there may have been multiple shooters involved.The motive for the tragic shooting is the still under investigation. The gunman is said to be 45 year-old Dr. Henry Michael Bello, who is believed to have resigned in 2015 over sexual harassment allegations.However, some confusion has emerged as to what really happened at the scene   ACTIVE SHOOTER    The Bronx-Lebanon Hospital Center took part in an  active shooter  preparedness forum in June of 2016. (Photo Illustration 21WIRE s Shawn Helton)NBC News reported the following developments shortly after the apparent shooting: The shooter has been identified as Dr. Henry Michael Bello, a 45-year-old family medicine doctor formerly employed at the hospital, according to sources.After shooting the victims   many of them, if not all, doctors   Bello tried to set himself on fire on the 17th floor of the hospital, O Neill said. The hospital s fire alarm system activated, and FDNY firefighters were on standby outside the hospital as NYPD executed its active shooter protocol. By the time police found Bello on the 17th floor, he was dead of self-inflicted gunshot wound, O Neill said.A motive in the shootings remains unclear, but authorities say there is no apparent nexus to terror. Sources say Bello resigned from the hospital in 2015 in lieu of being fired. Circumstances in the resignation weren t clear. As members of the NYPD s most-armed units responded to the active shooter situation, a sea of patrol and tactical vehicles gridlocked the streets around the hospital on Grand Concourse, and police surveyed the roof of the building with their guns drawn, Chopper 4 over the scene shows. NOTE: Other reports have suggested it took about 15 minutes from the first 911 call until Bello s body was discovered dead.Also, shortly after the shooting rampage started, Reuters reported the police were able to conduct a sweep essentially shutting down the building attack: Police searched the hospital room by room, urging occupants to turn off the lights and remain in place as they conducted the sweep, according to an account posted on Twitter by Felix Puno, who identified himself as patient in the radiology department on the fourth floor of the hospital. Building is in complete shut down, I was in the middle of getting an x-ray when security alerted us to the active shooter situation,  Puno tweeted.New York Mayor Bill de Blasio was briefed on the shooting and was on his way to the scene, the mayor s Twitter account said.   DRILL PROTOCOL    A hospital staff member follow the obligatory  hands up  protocol, as part of the scripted active shooter scenario training. (Image Source: nydailynews) Sketchy DetailsAs with any traumatic event there often several are certain details that don t quite add up.While we ve been told the shooting took place on the 16th floor of the building some reports gave eye-witness testimony to the contrary, with one stating he heard three gun shots while located on the 10th floor. Is it really possible he heard gun shots from 6 stories above? Here s NBC again with that detail: Francisco Bodon, a patient at Bronx Lebanon, tells NBC New York sister station Telemundo 47 that he was in a room on the 10th floor when three gunshots rang out and then chaos erupted.There may have been more than three [shots], but people were screaming, crying and running around. It was very chaotic,  said Bodon. Adding to the confusion, the UK s Express reported that one of doctors who was wounded in the shooting, as people inside the hospital created a makeshift tourniquet out of an emergency fire hose.Although Bello reportedly held a work place grudge and apparently made threats to coworkers the  hospital officials said none of the victims were connected to Bello.  QUESTION: Considering the massive amount of training associated with the hospital, why was there no  zero tolerance  active shooter plan in place   something commonly implemented in emergency prep?Over the years, we ve seen how sensationalized shooting events have become a staple part of our day to day lives, complete with ready-made political talking points and staged press conferences   a buffet laid out for America, all of this within minutes or hours of high-profile tragedy. MASSIVE RESPONSE    This kind of police emergency response has become routine after many high-profile active shooter incidents. (Image Source: nbcdfw.com)The precarious relationship between emergency preparedness drills and actual active shootings is an ongoing pattern present in many high-profile shooting incidents in recent years, with mass shootings happening at the exact same locations as where  active shooter  or terrorism drills had just previously taken place   a puzzling trend which we have covered extensively at 21WIRE. This latest Bronx-Lebanon Hospital Center appears to be no exception.Although the Bronx-Lebanon Hospital Center appears to be work place violence, it s important to examine other aspects or elements surrounding any case.Below is a screen shot depicting speakers that participated in an  Active Shooter Planning Forum  in conjunction with the Healthcare Association of New York State in June of 2016. The Bronx-Lebanon Hospital Center is displayed among those speaking In addition to active shooter emergency planning protocols listed above, according to a FOJP Service Corporation Journal Bronx-Lebanon Hospital was selected be a part of major emergency prep since at least over the past several years. here s a passage from that report: At Bronx-Lebanon Hospital Center, the Department of Safety is charged with multiple responsibilities, some of which include, but are not limited to: fire and life safety, general safety and monitoring the fire command station; and coordinating emergency management and response planning.Continuing, the report outlined the following: At Bronx-Lebanon, we took our environment into account, for example, geographic location we re in, and let that be our driving force to how we developed our Hazard Vulnerablity Analysis (HVA) and put our emergency action plan (EAP) together. With two main campuses and multiple satellite locations, our plan has to incorporate everyone to ensure we will have the necessary staff in case of emergencies. It s interesting that a hospital known to have extensive emergency protocols could have a shooting occur on its own premises after leading the area charge in addressing that very issue.QUESTION: Is it really just a coincidence that this hospital was so heavily involved in active shooter prep   only to fall prey to exactly that kind of tragedy?*UPDATE*   According to new reports as per active shooter protocol first responders ducked for cover as patients filed from Bronx-Lebanon Hospital wearing bed sheets.  Wouldn t the answer here be to properly train those in the work place how to handle a firearm in crisis situations such as this?Additionally,  sources tell CBS2 Bello started two fires, one at the nurse s station and another as an attempt to set himself ablaze. He ended up shooting himself in a room, then staggered out to the hallway where he died. Continuing the article goes on to state the following: Police continue to investigate the rampage. The New York Daily News reports Bello sent them an email before the shooting, where he wrote about leaving his job at the hospital. QUESTION: If Bello s email prior to the shooting was threatening in nature, then why wasn t he taken in for police questioning?This whole aspect to the Bronx-Lebanon Hospital case appears to echo some of what happened in 2013 when TV shooter Vester Flanagan aka Bryce Williams had also  warned a manager that there would be  negative consequences  for his firing and vowed he would  make a stink and it s going to be in the headlines.  Here we see a similar foreshadowing of tragedy prior to yet another suspicious shooting case that was also linked to an active shooter drill before a bizarre shooting rampage.Here s another look at a tweet from the WDBJ-TV shooting case in 2015 that documents the active shooter drill connection Here s a collection of media montages and video footage supposedly depicting the Bronx-Lebanon Hospital Center shooting response as staff and others sheltered in place. Notice the makeshift barricade   during active shooter training the  run and hide  method is a critical feature in crisis roleplay . As those in the hospital were ordered to shelter in place by both the NYPD and at the urging of the consulate for the United Arab Emirates, while there were several tweets posted to Twitter regarding the incident.Here s a screenshot first published by New York City Alerts that allegedly depicts the dead gunman Bello   notice there s no evidence of fire that can been seen QUESTION: What was the purpose of releasing this photo or than to sensationalize a tragic event?Here s a social media post with a comment that read  stayed safe during the crisis  by a page since taken down on Instagram Here s the witness who heard shots ring out while on the 10th floor In the aftermath of any of these crisis events in America, powerful interests are always quick to line-up and take advantage of the event, mounting their sociopolitical agendas directly on the back of mass media coverage and by extracting political capital out of an emotional and traumatic situation. Certainly, mainstream media outlets like CNN gain immediate benefit as TV viewers are tuned-in incessantly for updates on any breaking situation   which translates into high rating and massive advertising income streams for the broadcast network.Something else to consider, this shooting event took place the very same week during a major push to pass the GOP healthcare bill.While this very well could be an act of workplace violence, it s still important to ask questions, where there are few answers.Will new questions emerge following the shocking Bronx-Lebanon Hospital Center shooting?READ MORE DAILY SHOOTER NEWS AT: 21st Century Wire Daily Shooter FilesSUPPORT 21WIRE   SUBSCRIBE & BECOME A MEMBER @21WIRE.TV"
bert,real_syn_multisource,welfake,FAKE,REAL,0.6225,welfake,"OBAMA READY TO DO BATTLE With America: Will “aggressively defend” Bringing Muslim Refugees To U.S.. Thanks to the funding our GOP majority Congress approved at the end of the year, Obama plans to actually increase the number of refugees (Muslims) he will bring to the US. To hell with our national security. It s all about the votes White House Chief of Staff Denis McDonough on Wednesday said that the Obama administration is prepared to  aggressively defend  the United States  plans to accept refugees from Syria as some American lawmakers demand that the government apply stricter background checks to refugees from Syria and Iraq.When asked at a Christian Science Monitor breakfast in Washington, D.C. how the administration will address some lawmakers  calls for the government to apply greater scrutiny to certain refugees entering the country, McDonough said that the administration sees the resettlement of Syrian refugees as a priority and also as a policy it will have to defend. My hunch is that it will continue to be controversial, for the reasons the President pointed out in the speech last night,  McDonough said.He said that the administration will continue to make the point that accepting refugees adds  immeasurably to the national interest  and is prepared to put up a fight against those who oppose current policies. We re going to get out there and aggressively defend that,  he said. That will be tough to beat, as it was last year,  McDonough said of the administration s focus on accepting refugees.  And we ll see how it goes. But we won t shy from it. The chief of staff also said that the administration plans to expand the number of refugees the U.S. accepts overall and that he believes the budget passed by Congress allows them to do so.Via: TPM"
bert,real_syn_multisource,welfake,FAKE,REAL,0.6222,welfake,"Protesters Clash After Mount Greenwood Police-Involved Shooting. Protesters Clash After Mount Greenwood Police-Involved Shooting Laura Podesta and Will Jones, ABC 7 (Chicago), November 7, 2016 
Protesters clashed Sunday afternoon near the site of a deadly police shooting of a 25-year-old man in Chicago’s Mount Greenwood neighborhood. 
Investigators said Joshua Beal, of Indianapolis, was armed when a confrontation between him and officers resulted in him being fatally shot. However, family members dispute the police narrative. 
Michael Beal, Joshua Beal’s brother, was charged with aggravated battery to a police officer, resisting arrest and attempting to disarm a police officer, a Cook County State’s Attorney spokesperson said Monday. He is scheduled to appear in court at 1:30 p.m. Tuesday. 
On Sunday, Mount Greenwood residents squared off against activists demonstrating against the shooting. The clash between Black Lives Matters and Blue Lives Matters groups became tense at times as they exchanged chants such as “KKK” on one side and “CPD” on the other side. 
{snip} 
According to police, the shooting occurred after a vehicle leaving funeral services at a nearby cemetery stopped in traffic in front of a Chicago fire house near West 111th Street and South Troy Street. An off-duty firefighter told the driver that they were illegally blocking the fire lane. The occupants exited the vehicle and a verbal/physical altercation ensured, police said. An off-duty Chicago police officer was inside a nearby business and assisted the firefighter. 
A Chicago police sergeant driving to work stopped when he observed a man with a firearm in his hands. After the man “failed to drop his weapon, shots were fired striking the individual multiple times,” police said. 
{snip} 
According to family, an off-duty officer in an unmarked vehicle cut off one of the vehicles in the funeral procession. The family members and officer got out of their vehicles. After a verbal exchange, gunfire erupted but Beal’s family said that he did not provoke the officer, and merely disclosing that he had a concealed weapon permit. 
{snip} 
Video circulated online on Sunday that claimed to show Beal holding a gun. 
“The problem is everybody is making their assumptions based on the little stuff they see, the picture, the video. No one knows what happened,” activist Ja’Mal Green said. 
The video appears to capture the tense moments before the shooting, showing at least two people with their guns out. In another video, gunshots can be heard. 
{snip}"
bert,real_syn_multisource,welfake,FAKE,REAL,0.6217,welfake,"PAUL RYAN IGNORES EXECUTIVE ORDERS OBAMA… SAYS He’ll Sue Trump Over Muslim Ban. Paul Ryan has had almost 8 years to lead the charge to impeach Obama for his unlawful, unconstitutional acts against America. Where was all of the tough talk from Ryan when Obama was shoving Obamacare down our throats? House Speaker Paul Ryan (R-WI) has made clear he doesn t agree with a proposal put forward by Donald Trump   whom Ryan has endorsed   to ban Muslim immigration into the United States, but in an interview with the Huffington Post Thursday, Ryan floated taking a President Trump to court if he tried to implement such a ban or some of his other controversial proposals unilaterally. I would sue any president that exceeds his or her powers,  Ryan said in a back-and-forth about Trump s claims that he could implement a Muslim ban or build a Mexican border wall without congressional approval.REALLY Paul? Where have you been for the past year?Ryan said he wasn t sure of the  legal question  of whether Trump could institute a Muslim ban on his own as president. That s a legal question that there s a good debate about,  he said, citing the 1952 Immigration and Nationality Act. On the broader question, are we going to exert our Article I powers and reclaim this Article I power no matter who the president is? Absolutely,  Ryan said. He also said he discussed the limits of the executive power with Trump.In the interview, Ryan said his endorsement of real estate mogul did not give Trump  a blank check,  and that he was still trying to achieve  real unity  between the presumptive nominee and his caucus. I am going to keep being who I am, I am going to keep speaking out on things where I think it s needed, where our principles need to be defended, and I am going to keep doing that, I hope it s not necessary,  Ryan said.  But the last thing I want to see is a another Democrat in the White House  Via: Talking Points Memo"
bert,real_syn_multisource,welfake,FAKE,REAL,0.6209,welfake,"BREAKING: Wikileaks Releases HILLARY’S SPEECH TO Brazilian Bankers: “My Dream Is Open Borders”. Wow! Talk about putting our nation s security at risk A nation that cannot control its borders is not a nation  -Ronald ReaganDemocratic presidential candidate Hillary Clinton told executives at a Brazilian bank in a private speech that she wants open borders for the United States, according to a new leak by the online hacktivist group Wikileaks. My dream is a hemispheric common market, with open trade and open borders,  Clinton says in an excerpt from a speech to Unibanco Itau, a Brazilian bank.  We have to resists protectionism [and] other kinds of barriers to market access and to trade. The unreleased transcripts of Clinton s paid speeches to financial firms were a major point of contention during the Democratic primary, with Sen. Bernie Sanders repeatedly demanding that Clinton release the transcripts, and Clinton repeatedly refusing to do so.Now, Wikileaks has released what appear to be excerpts from those speeches, and in one of them Clinton has described a vision in which the United States has open borders and total free trade with the rest of North and South America.While campaigning for the presidency, Clinton has opposed the Trans-Pacific Partnership free trade agreement after previously backing it, and critics have accused her of switching sides for political convenience.The excerpts were obtained thanks to an email Clinton research director Tony Carrk sent to several senior Clinton aides, in which he identified  the flags from HRC s paid speeches  that could cause political difficulties  Via:Daily Caller"
bert,real_syn_multisource,welfake,FAKE,REAL,0.6208,welfake,"TEACHER Uses “Shooting at Trump” As An Option On Multiple Choice Quiz For High School Students. A Wyoming high school is under fire after parents exposed an online student quiz that offered  shooting at Trump  as one of the multiple choice answers.An unidentified English teacher at Jackson Hole High School gave students a multiple choice quiz on Thursday about George Orwell s novel  Animal Farm  that included a question that many are pointing to as an example of the district s  liberal bias,  the Jackson Hole News and Guide reports. Napoleon has a gun fired for a new occasion. What is the new occasion?  the quiz read.Possible answers included  He was shooting at Trump,   His birthday,   For completion of the windmill,  or  To scare off the attackers of Animal Farm. Jim McCollum told the news site he did a double-take when his son showed him a screenshot he took of the test. I had to read it two times,  McCollum said.  I was like,  Are you kidding me? McCollum, a Jackson Hole High School graduate and Trump supporter, shared the quiz on Facebook, where it was shared widely and generated a lot of angry comments. It was so inappropriate to show a name of a sitting president in that question,  he said.  To me, that is so wrong in light of the situation in our country and the divisiveness and all. He told the news site the incident is one of other examples of  liberal bias  in other classes at the school that make conservative students like son out to be  the outcast. He told me,  Dad, they crapped on everything I believe in,  McCollum said of his son.  Rylee is very patriotic, very supportive of our military and of our country  and is considering enlisting in the U.S. Marines.School officials eventually issued a statement about the quiz on Monday. (District) administration learned late yesterday that a quiz was administered to a class of high school students that contained an inappropriate answer to a multiple choice question. The administration is investigating this incident and verifying the information we have received,  the statement read. (The District) takes seriously threats of any kind, regardless of the intent. We apologize to the students, families and community for this incident and will be addressing the issue with personnel.   EAG News"
